Address,Municipality,Sale price,merged
101 Edgemont Dr & Enfield Pl,Syracuse,240000,"101 Edgemont Dr & Enfield Pl, Syracuse, New York"
142 Willumae Dr & Cadillac St,Syracuse,175000,"142 Willumae Dr & Cadillac St, Syracuse, New York"
230 Malverne Dr,Syracuse,165000,"230 Malverne Dr, Syracuse, New York"
125 Cheltenham Rd E,Syracuse,160000,"125 Cheltenham Rd E, Syracuse, New York"
219-21 Woodland Ave,Syracuse,62500,"219-21 Woodland Ave, Syracuse, New York"
214 Hazelhurst Ave,Syracuse,50000,"214 Hazelhurst Ave, Syracuse, New York"
13 Elm Hill Way,Camillus (town),178408,"13 Elm Hill Way, Camillus (town), New York"
5963 Mud Mill Rd,Cicero,0,"5963 Mud Mill Rd, Cicero, New York"
7999 Spruce Hill Dr,Clay,290000,"7999 Spruce Hill Dr, Clay, New York"
6 Indian Orchard Ln,Clay,237000,"6 Indian Orchard Ln, Clay, New York"
210 Rita Dr,Clay,144329,"210 Rita Dr, Clay, New York"
211 Rita Dr,Clay,1,"211 Rita Dr, Clay, New York"
5187 Candlewood Dr,DeWitt,365650,"5187 Candlewood Dr, DeWitt, New York"
5233 Wethersfield Rd,DeWitt,290000,"5233 Wethersfield Rd, DeWitt, New York"
615 Bradford Pkwy,DeWitt,1,"615 Bradford Pkwy, DeWitt, New York"
302 Dausman St,East Syracuse,1,"302 Dausman St, East Syracuse, New York"
3129 Hidden Lake Dr,Lysander,373400,"3129 Hidden Lake Dr, Lysander, New York"
990 Morgan Rd,Lysander,325000,"990 Morgan Rd, Lysander, New York"
8600 Wrenwood Cir,Lysander,270000,"8600 Wrenwood Cir, Lysander, New York"
114 Brandywine Dr,Manlius (town),615000,"114 Brandywine Dr, Manlius (town), New York"
6473 Schepps Corners Rd,Manlius (town),1,"6473 Schepps Corners Rd, Manlius (town), New York"
4155 Slate Hill Rd,Marcellus (town),210000,"4155 Slate Hill Rd, Marcellus (town), New York"
4753 Fawn Hl,Onondaga,457500,"4753 Fawn Hl, Onondaga, New York"
4137 Makyes Rd,Onondaga,200000,"4137 Makyes Rd, Onondaga, New York"
118 Russell Ave,Salina,169900,"118 Russell Ave, Salina, New York"
205 Plymouth Ave,Salina,117000,"205 Plymouth Ave, Salina, New York"
317 Elbow Rd,Salina,0,"317 Elbow Rd, Salina, New York"
624 Berwick Rd S,Salina,0,"624 Berwick Rd S, Salina, New York"
2386 Wave Way,Skaneateles (town),625000,"2386 Wave Way, Skaneateles (town), New York"
161 Hood Ave,Syracuse,150000,"161 Hood Ave, Syracuse, New York"
111 John St,Syracuse,95000,"111 John St, Syracuse, New York"
217 Hillsdale Ave,Syracuse,1,"217 Hillsdale Ave, Syracuse, New York"
 Dejohn Dr,Van Buren,75000," Dejohn Dr, Van Buren, New York"
5 Norton St,Jordan,1,"5 Norton St, Jordan, New York"
427 Fellows Ave,Syracuse,120000,"427 Fellows Ave, Syracuse, New York"
