Address,Municipality,Sale price,merged
4310 Tiger Lily Path,Clay,78500,"4310 Tiger Lily Path, Clay, New York"
4305 Tiger Lily Path,Clay,73500,"4305 Tiger Lily Path, Clay, New York"
5857 Powder Horn Ln.,Onondaga,150000,"5857 Powder Horn Ln., Onondaga, New York"
 Strong Rd,Tully (town),25000," Strong Rd, Tully (town), New York"
4283 Doolittle Rd,Moravia (town),1,"4283 Doolittle Rd, Moravia (town), New York"
221 Adams Road,Sullivan,18000,"221 Adams Road, Sullivan, New York"
4737 Weller Hall Place,Clay,58750,"4737 Weller Hall Place, Clay, New York"
 Us Rt 11,Hastings,70000," Us Rt 11, Hastings, New York"
1081 Nottingham Rd,DeWitt,55000,"1081 Nottingham Rd, DeWitt, New York"
20 Sparks Dr,Orwell,0,"20 Sparks Dr, Orwell, New York"
344 St Rt 264,Schroeppel,100000,"344 St Rt 264, Schroeppel, New York"
 Mills Rd,Mentz,1," Mills Rd, Mentz, New York"
"3341 Cannon Crest Dr,Fenner Rd",Cazenovia (town),85000,"3341 Cannon Crest Dr,Fenner Rd, Cazenovia (town), New York"
3753 Malibu Hills Drive,Camillus (town),70000,"3753 Malibu Hills Drive, Camillus (town), New York"
142 Giddings Trail,Lysander,54000,"142 Giddings Trail, Lysander, New York"
142 Giddings Trail,Lysander,50000,"142 Giddings Trail, Lysander, New York"
4350 Outlook Dr,Onondaga,50000,"4350 Outlook Dr, Onondaga, New York"
5311 Terry Rd,Onondaga,1,"5311 Terry Rd, Onondaga, New York"
200 Shuart Ave & Pattison St,Syracuse,155000,"200 Shuart Ave & Pattison St, Syracuse, New York"
207 Coral Avenue,Syracuse,151,"207 Coral Avenue, Syracuse, New York"
845 Onondaga St,Syracuse,1,"845 Onondaga St, Syracuse, New York"
5695 Ike Dixon Rd,Camillus (town),50000,"5695 Ike Dixon Rd, Camillus (town), New York"
 Punkin Hook Dr,Sandy Creek (town),80000," Punkin Hook Dr, Sandy Creek (town), New York"
3364 Longview Ter,Lysander,515000,"3364 Longview Ter, Lysander, New York"
130 Woods Ave,Salina,1,"130 Woods Ave, Salina, New York"
 Dietrich Rd,Volney,11600," Dietrich Rd, Volney, New York"
 Dietrich Rd,Volney,8400," Dietrich Rd, Volney, New York"
4271 State Route 41A,Niles,1,"4271 State Route 41A, Niles, New York"
 Smith Rd,Cazenovia (town),1," Smith Rd, Cazenovia (town), New York"
201 Woodland Ave & Baker Ave,Syracuse,151,"201 Woodland Ave & Baker Ave, Syracuse, New York"
 Mc Alpine St,Salina,7200," Mc Alpine St, Salina, New York"
143 Baker Ave,Syracuse,150000,"143 Baker Ave, Syracuse, New York"
 Us Rt 11,Hastings,0," Us Rt 11, Hastings, New York"
14027 State Rt 38,Sterling,1,"14027 State Rt 38, Sterling, New York"
3014 Fairgrounds Rd,Brookfield,1,"3014 Fairgrounds Rd, Brookfield, New York"
 Page Rd,Oneida (outside),88110," Page Rd, Oneida (outside), New York"
 Dodge Rd,LaFayette,0," Dodge Rd, LaFayette, New York"
363 Hourglass Ln,Lysander,1,"363 Hourglass Ln, Lysander, New York"
3080 Co Rt 22,Orwell,429000,"3080 Co Rt 22, Orwell, New York"
2740 Sand Beach Rd,Fleming,27000,"2740 Sand Beach Rd, Fleming, New York"
Lot #19 Off Irwin Rd,Sterling,26000,"Lot #19 Off Irwin Rd, Sterling, New York"
 Off Turnpike Rd,Throop,1," Off Turnpike Rd, Throop, New York"
3330 Cannon Crest Dr,Cazenovia (town),48000,"3330 Cannon Crest Dr, Cazenovia (town), New York"
134 Giddings Trl,Lysander,54000,"134 Giddings Trl, Lysander, New York"
 Kirkville Rd,Manlius (town),23500," Kirkville Rd, Manlius (town), New York"
 N Main Street,Lenox,0," N Main Street, Lenox, New York"
2246 Gidran Drive,Sullivan,0,"2246 Gidran Drive, Sullivan, New York"
6002 Sewickley Dr,DeWitt,1,"6002 Sewickley Dr, DeWitt, New York"
 Washington Blvd,Manlius (town),1," Washington Blvd, Manlius (town), New York"
5315 Salina St S Rear,Syracuse,151,"5315 Salina St S Rear, Syracuse, New York"
1542-44 State St S,Syracuse,87,"1542-44 State St S, Syracuse, New York"
553 Oakwood Ave,Syracuse,86,"553 Oakwood Ave, Syracuse, New York"
1548 State St S,Syracuse,82,"1548 State St S, Syracuse, New York"
408 Martin Luthr King E,Syracuse,60,"408 Martin Luthr King E, Syracuse, New York"
156 Albany St,Oswego (city),3000,"156 Albany St, Oswego (city), New York"
1404 Co Rt 48,Richland,235000,"1404 Co Rt 48, Richland, New York"
 Zahler Tract,Sandy Creek (town),0," Zahler Tract, Sandy Creek (town), New York"
Off Shady Elm Dr,Schroeppel,1,"Off Shady Elm Dr, Schroeppel, New York"
3340 Cannon Crest Dr,Cazenovia (town),50000,"3340 Cannon Crest Dr, Cazenovia (town), New York"
 Roberts St,Lenox,40000," Roberts St, Lenox, New York"
6680-6686 Loucks Road,DeWitt,20000,"6680-6686 Loucks Road, DeWitt, New York"
 State Fair Blvd,Geddes,1," State Fair Blvd, Geddes, New York"
 Watervale Rd,Pompey,62500," Watervale Rd, Pompey, New York"
15.5 Ninth St,Oswego (city),1,"15.5 Ninth St, Oswego (city), New York"
 Slosson Rd,West Monroe,25000," Slosson Rd, West Monroe, New York"
 State Route 90,Ledyard,710000," State Route 90, Ledyard, New York"
1354 Kings Corners Rd,Ledyard,1,"1354 Kings Corners Rd, Ledyard, New York"
5252 Bennetts Corners Rd,Camillus (town),57000,"5252 Bennetts Corners Rd, Camillus (town), New York"
105 Drexler Ave,Salina,235000,"105 Drexler Ave, Salina, New York"
 Olde Maple Ave,Volney,26150," Olde Maple Ave, Volney, New York"
 Earlville Rd,Hamilton (town),155000," Earlville Rd, Hamilton (town), New York"
4664 Wetzel Rd,Clay,65000,"4664 Wetzel Rd, Clay, New York"
203 Albright Rd,New Haven,0,"203 Albright Rd, New Haven, New York"
12622 Ira Station Rd,Victory,1,"12622 Ira Station Rd, Victory, New York"
2785 Smith Rd,Eaton,1,"2785 Smith Rd, Eaton, New York"
 Smith Rd,Eaton,1," Smith Rd, Eaton, New York"
 Eleventh St,Fulton,45000," Eleventh St, Fulton, New York"
76 Third Ave,Oswego (city),24000,"76 Third Ave, Oswego (city), New York"
 Co Rt 12,Schroeppel,0," Co Rt 12, Schroeppel, New York"
3331 Cannon Crest Dr,Cazenovia (town),48000,"3331 Cannon Crest Dr, Cazenovia (town), New York"
 Earville Rd,Hamilton (town),175000," Earville Rd, Hamilton (town), New York"
 Jordan Rd,Elbridge (town),140000," Jordan Rd, Elbridge (town), New York"
2234 Gidran Dr,Sullivan,35000,"2234 Gidran Dr, Sullivan, New York"
 Mackay Ave,Camillus (town),1," Mackay Ave, Camillus (town), New York"
 River Rd,Elbridge (town),1," River Rd, Elbridge (town), New York"
122 Memphis St,Salina,38000,"122 Memphis St, Salina, New York"
214 Woodland Ave,Syracuse,150000,"214 Woodland Ave, Syracuse, New York"
3350 Cannon Crest Dr,Cazenovia (town),70000,"3350 Cannon Crest Dr, Cazenovia (town), New York"
5707-5713 Ike Dixonroad,Camillus (town),125000,"5707-5713 Ike Dixonroad, Camillus (town), New York"
105 Lake Forest Dr,Minoa,45000,"105 Lake Forest Dr, Minoa, New York"
410 Kenwick Dr,Salina,118874,"410 Kenwick Dr, Salina, New York"
1170 Hard Point Rd,Conquest,5000,"1170 Hard Point Rd, Conquest, New York"
2607 Moonlight Cir,Camillus (town),51900,"2607 Moonlight Cir, Camillus (town), New York"
8881 Salvatore Ave,Lysander,564482,"8881 Salvatore Ave, Lysander, New York"
8789 Dinglehole Rd,Lysander,375000,"8789 Dinglehole Rd, Lysander, New York"
 Reed Parkway Ext,Marcellus (village),38000," Reed Parkway Ext, Marcellus (village), New York"
 Tannery Ln,Fulton,0," Tannery Ln, Fulton, New York"
 Harbor Brook Dr,Scriba,129900," Harbor Brook Dr, Scriba, New York"
1441 St Rt 13,Williamstown,77000,"1441 St Rt 13, Williamstown, New York"
2005 Rubicon Rd,Lysander,85000,"2005 Rubicon Rd, Lysander, New York"
 Eagle Village Rd,Manlius (town),130000," Eagle Village Rd, Manlius (town), New York"
422 Dewport Road,Van Buren,125000,"422 Dewport Road, Van Buren, New York"
Off Nine Mile Point Rd,New Haven,0,"Off Nine Mile Point Rd, New Haven, New York"
 Route 46,Munnsville,20000," Route 46, Munnsville, New York"
 Co Rt 40,Mexico (town),27000," Co Rt 40, Mexico (town), New York"
437 Fox Rd,Redfield,115000,"437 Fox Rd, Redfield, New York"
 North Main St,Moravia (village),1," North Main St, Moravia (village), New York"
4538 Hollyshire Way,Clay,78500,"4538 Hollyshire Way, Clay, New York"
3036 Chillingham Way,Lysander,86000,"3036 Chillingham Way, Lysander, New York"
3118 Cold Springs Rd,Lysander,85000,"3118 Cold Springs Rd, Lysander, New York"
8004 St Rt 104,Oswego (town),165000,"8004 St Rt 104, Oswego (town), New York"
620 St Rt 49,Constantia,0,"620 St Rt 49, Constantia, New York"
10233 Spook Woods Rd,Conquest,1,"10233 Spook Woods Rd, Conquest, New York"
105103 Emick Ln,Cazenovia (village),105000,"105103 Emick Ln, Cazenovia (village), New York"
8861 Shellman Dr,Cicero,1150000,"8861 Shellman Dr, Cicero, New York"
9112 Whistling Swan Ln,Manlius (town),90000,"9112 Whistling Swan Ln, Manlius (town), New York"
1860 Lake Rd,Skaneateles (town),1800000,"1860 Lake Rd, Skaneateles (town), New York"
216 Bloomfield St,Van Buren,452500,"216 Bloomfield St, Van Buren, New York"
1972-76 St Rt 13,Albion,107000,"1972-76 St Rt 13, Albion, New York"
 St Rt 104,Parish (town),72500," St Rt 104, Parish (town), New York"
48 Wigwam Dr,Sandy Creek (town),0,"48 Wigwam Dr, Sandy Creek (town), New York"
45118 Havens Av,Auburn,159900,"45118 Havens Av, Auburn, New York"
317 Tuttle Ave,Canastota,0,"317 Tuttle Ave, Canastota, New York"
1900 Patterson Rd,Otisco,304900,"1900 Patterson Rd, Otisco, New York"
220 Pharis St,Syracuse,1,"220 Pharis St, Syracuse, New York"
 Meridan Ave,Minetto,10000," Meridan Ave, Minetto, New York"
104 Graves St,Syracuse,151,"104 Graves St, Syracuse, New York"
526-28 Richmond Ave,Syracuse,151,"526-28 Richmond Ave, Syracuse, New York"
220-22 Burt St,Syracuse,60,"220-22 Burt St, Syracuse, New York"
907 Townsend St N,Syracuse,0,"907 Townsend St N, Syracuse, New York"
Off Sterling Station Rd,Sterling,1,"Off Sterling Station Rd, Sterling, New York"
 Brandt Rd,Victory,45000," Brandt Rd, Victory, New York"
8824 Brewerton Rd,Cicero,73000,"8824 Brewerton Rd, Cicero, New York"
 Route 20 West,LaFayette,0," Route 20 West, LaFayette, New York"
 Co Rt 40,Mexico (town),11000," Co Rt 40, Mexico (town), New York"
 Co Rt 26,Parish (town),1," Co Rt 26, Parish (town), New York"
29-31 Walnut St,Auburn,1,"29-31 Walnut St, Auburn, New York"
29-31 Walnut St,Auburn,1,"29-31 Walnut St, Auburn, New York"
 Genesee  St,Chittenango,40000," Genesee  St, Chittenango, New York"
 Wings Way,Hamilton (town),1," Wings Way, Hamilton (town), New York"
3950 Hill Rd,Georgetown,1,"3950 Hill Rd, Georgetown, New York"
7623 River Rd,Lysander,30000,"7623 River Rd, Lysander, New York"
246 Paradise Rd,Palermo,75000,"246 Paradise Rd, Palermo, New York"
2307-2309 Route 5,Sullivan,0,"2307-2309 Route 5, Sullivan, New York"
223 Gillespie Ave,Camillus (town),1,"223 Gillespie Ave, Camillus (town), New York"
1731 St Rt 49,Constantia,10000,"1731 St Rt 49, Constantia, New York"
 Paradise Rd,Palermo,22500," Paradise Rd, Palermo, New York"
 Carl Is & Water,Sandy Creek (town),7500," Carl Is & Water, Sandy Creek (town), New York"
4882 Silver Street Rd,Fleming,325000,"4882 Silver Street Rd, Fleming, New York"
8287 Brewerton Rd,Cicero,1,"8287 Brewerton Rd, Cicero, New York"
2114 Harkins Lane,Lysander,85000,"2114 Harkins Lane, Lysander, New York"
 Kirkville Rd,Manlius (town),375000," Kirkville Rd, Manlius (town), New York"
 Maiden Ln,Montezuma,1," Maiden Ln, Montezuma, New York"
4341 State Route 34,Scipio,1,"4341 State Route 34, Scipio, New York"
 Poverty Ln,Sempronius,116136," Poverty Ln, Sempronius, New York"
3372 Longview Terrace,Lysander,80000,"3372 Longview Terrace, Lysander, New York"
3352 Hickory Knoll Ln,Lysander,40000,"3352 Hickory Knoll Ln, Lysander, New York"
 Lower Rd,Constantia,0," Lower Rd, Constantia, New York"
 Cannon Crest Dr,Cazenovia (town),1," Cannon Crest Dr, Cazenovia (town), New York"
7422 Palmcrest Rd,Cicero,1,"7422 Palmcrest Rd, Cicero, New York"
210 Wall St,Syracuse,94375,"210 Wall St, Syracuse, New York"
226 Hubbell Ave Rear,Syracuse,1,"226 Hubbell Ave Rear, Syracuse, New York"
 Royalty Ln,Granby,35000," Royalty Ln, Granby, New York"
8163 Barnes Rd,Mentz,1,"8163 Barnes Rd, Mentz, New York"
 Creek Rd,Sterling,8000," Creek Rd, Sterling, New York"
452 Canal St,Canastota,12500,"452 Canal St, Canastota, New York"
 Lebanon Rd,Lebanon,1," Lebanon Rd, Lebanon, New York"
 Gulf Rd,Pompey,36800," Gulf Rd, Pompey, New York"
Vac Rosewood Cir,Weedsport,50000,"Vac Rosewood Cir, Weedsport, New York"
1907 Hibbard Rd,Brookfield,1,"1907 Hibbard Rd, Brookfield, New York"
 Lebanon Center Rd,Lebanon,169000," Lebanon Center Rd, Lebanon, New York"
4074 Mercun Dr,Onondaga,18000,"4074 Mercun Dr, Onondaga, New York"
 Otisco Vly Rd,Marcellus (town),1," Otisco Vly Rd, Marcellus (town), New York"
8681 Weaver Rd,Cicero,1,"8681 Weaver Rd, Cicero, New York"
 Weaver Rd,Cicero,1," Weaver Rd, Cicero, New York"
3476 Long Shadow Dr,Lysander,607850,"3476 Long Shadow Dr, Lysander, New York"
 Velasko Rd,Onondaga,48000," Velasko Rd, Onondaga, New York"
4006 Oran Gulf Rd,Pompey,205000,"4006 Oran Gulf Rd, Pompey, New York"
149 Bridge St,Oswego (city),8000,"149 Bridge St, Oswego (city), New York"
 Kermit Ln,DeWitt,30000," Kermit Ln, DeWitt, New York"
"3213 Carmellas Circle, Lot 6",Lysander,71000,"3213 Carmellas Circle, Lot 6, Lysander, New York"
240 Otto St,Syracuse,1,"240 Otto St, Syracuse, New York"
 Stone Hill Rd,Amboy,0," Stone Hill Rd, Amboy, New York"
766 Howell Rd,Conquest,50000,"766 Howell Rd, Conquest, New York"
1601 Grassy Lane Road,Cazenovia (town),130000,"1601 Grassy Lane Road, Cazenovia (town), New York"
90 County Line Rd,Granby,0,"90 County Line Rd, Granby, New York"
5570 Rolling Meadows Way,Camillus (town),399450,"5570 Rolling Meadows Way, Camillus (town), New York"
 Thompson Rd,Cicero,1," Thompson Rd, Cicero, New York"
111 East Ave,East Syracuse,150000,"111 East Ave, East Syracuse, New York"
 Dublin Rd,Marcellus (town),2000," Dublin Rd, Marcellus (town), New York"
 Erron Hill Rd,Locke,1," Erron Hill Rd, Locke, New York"
3213 Carmellas Cir,Lysander,71000,"3213 Carmellas Cir, Lysander, New York"
412 Oswego St,Syracuse,1200,"412 Oswego St, Syracuse, New York"
317 Tuttle Ave,Canastota,25000,"317 Tuttle Ave, Canastota, New York"
48 Belmont Av,Auburn,1,"48 Belmont Av, Auburn, New York"
 Coulter Cove Rd,Sullivan,148500," Coulter Cove Rd, Sullivan, New York"
8186 Rachel Ct,Clay,1,"8186 Rachel Ct, Clay, New York"
 Oran Delphi Rd,Pompey,28150," Oran Delphi Rd, Pompey, New York"
 Michael Ave,Pompey,1738," Michael Ave, Pompey, New York"
 Off Michael Ave,Pompey,1534," Off Michael Ave, Pompey, New York"
1282 Comstock Ave R 105 Xavier,Syracuse,424000,"1282 Comstock Ave R 105 Xavier, Syracuse, New York"
433 Gaylord Ln,Tully (town),165000,"433 Gaylord Ln, Tully (town), New York"
 Towsley Rd,Albion,27000," Towsley Rd, Albion, New York"
10 Academy St,Mexico (village),30000,"10 Academy St, Mexico (village), New York"
 Camp Rd,Schroeppel,0," Camp Rd, Schroeppel, New York"
1633 Grassy Lane Rd,Cazenovia (town),30000,"1633 Grassy Lane Rd, Cazenovia (town), New York"
 Tuscarora Rd,Chittenango,35000," Tuscarora Rd, Chittenango, New York"
9665 Kenzie Grace Path,Clay,60000,"9665 Kenzie Grace Path, Clay, New York"
4734 Weller Hall Place,Clay,58750,"4734 Weller Hall Place, Clay, New York"
104 & 106 Minoa Lakes Drive,Minoa,120000,"104 & 106 Minoa Lakes Drive, Minoa, New York"
104 & 106 Minoa Lakes Drive,Minoa,48000,"104 & 106 Minoa Lakes Drive, Minoa, New York"
 Pompey Hollow Rd,Pompey,1," Pompey Hollow Rd, Pompey, New York"
1220 Comstock Ave R 139 Xavier,Syracuse,522000,"1220 Comstock Ave R 139 Xavier, Syracuse, New York"
1441 St Rt 13,Williamstown,59900,"1441 St Rt 13, Williamstown, New York"
 Co Rt 17,Williamstown,0," Co Rt 17, Williamstown, New York"
 Snell Rd,Lenox,44666," Snell Rd, Lenox, New York"
 Snell Rd,Lenox,22333," Snell Rd, Lenox, New York"
2330 W Genesee Rd,Lysander,75000,"2330 W Genesee Rd, Lysander, New York"
2338 W Genesee Rd,Lysander,50000,"2338 W Genesee Rd, Lysander, New York"
133 Riverside Pointe Dr,Albion,22000,"133 Riverside Pointe Dr, Albion, New York"
 Muskrat Bay Rd S Side,Cicero,4500," Muskrat Bay Rd S Side, Cicero, New York"
1108 Morgan Rd,Lysander,85500,"1108 Morgan Rd, Lysander, New York"
114 Beley Ave,Salina,175000,"114 Beley Ave, Salina, New York"
 St Rt 13,Albion,35000," St Rt 13, Albion, New York"
146 Russell Rd,Granby,40000,"146 Russell Rd, Granby, New York"
28 O'Hara Rd,Redfield,0,"28 O'Hara Rd, Redfield, New York"
120 Snell Terr,Syracuse,6500,"120 Snell Terr, Syracuse, New York"
 St Rt 48,Minetto,1," St Rt 48, Minetto, New York"
4057 Co Rt 22,Sandy Creek (town),110000,"4057 Co Rt 22, Sandy Creek (town), New York"
3662 St Rt 69,Mexico (town),25000,"3662 St Rt 69, Mexico (town), New York"
 Pauline Dr,Chittenango,60000," Pauline Dr, Chittenango, New York"
7776 Longbow Way,Lysander,130000,"7776 Longbow Way, Lysander, New York"
2507 Co Rt 12,Hastings,66000,"2507 Co Rt 12, Hastings, New York"
3247 Route 26,Eaton,6000,"3247 Route 26, Eaton, New York"
5542 Rolling Meadows Way,Camillus (town),400000,"5542 Rolling Meadows Way, Camillus (town), New York"
5542 Rolling Meadows Way,Camillus (town),400000,"5542 Rolling Meadows Way, Camillus (town), New York"
1491 Genesee St,Skaneateles (town),665000,"1491 Genesee St, Skaneateles (town), New York"
 Willowdale Rd,Spafford,55000," Willowdale Rd, Spafford, New York"
2773 Hardscrabble Pt,Spafford,1,"2773 Hardscrabble Pt, Spafford, New York"
 Stevens Rd,Elbridge (town),10000," Stevens Rd, Elbridge (town), New York"
1282 Comstock Ave R 105 Xavier,Syracuse,65000,"1282 Comstock Ave R 105 Xavier, Syracuse, New York"
1220 Comstock Ave R 139 Xavier,Syracuse,65000,"1220 Comstock Ave R 139 Xavier, Syracuse, New York"
 Terry Rd,Geddes,45000," Terry Rd, Geddes, New York"
7732 Seneca Beach Dr,Van Buren,27000,"7732 Seneca Beach Dr, Van Buren, New York"
8054 Forest Ridge Lane,Lysander,456000,"8054 Forest Ridge Lane, Lysander, New York"
 Tall Tree Ln,Lysander,65000," Tall Tree Ln, Lysander, New York"
2130 South Ave & Hutchinson Av,Syracuse,103,"2130 South Ave & Hutchinson Av, Syracuse, New York"
546-48 Oakwood Ave,Syracuse,86,"546-48 Oakwood Ave, Syracuse, New York"
92 Phillips Rd,Granby,35000,"92 Phillips Rd, Granby, New York"
 Co Rt 22,Orwell,135000," Co Rt 22, Orwell, New York"
85 Riverside Pointe Dr,Albion,0,"85 Riverside Pointe Dr, Albion, New York"
 Center Street Rd,Sennett,28000," Center Street Rd, Sennett, New York"
 Snell Rd,Lenox,15000," Snell Rd, Lenox, New York"
8434 Oswego Road,Baldwinsville,0,"8434 Oswego Road, Baldwinsville, New York"
3044 Chillingham Way,Lysander,403765,"3044 Chillingham Way, Lysander, New York"
9523 Brewerton Rd,Cicero,235000,"9523 Brewerton Rd, Cicero, New York"
9613 Kenzie Grace Path,Clay,73500,"9613 Kenzie Grace Path, Clay, New York"
3845 Hallston Dr,Clay,45000,"3845 Hallston Dr, Clay, New York"
212 Bloomfield St,Van Buren,355000,"212 Bloomfield St, Van Buren, New York"
 Pratt Dr,Granby,17000," Pratt Dr, Granby, New York"
 St Rt 69,Mexico (town),38000," St Rt 69, Mexico (town), New York"
435 Boscobel Ln,Niles,15000,"435 Boscobel Ln, Niles, New York"
4663 Wetzel Rd,Clay,140000,"4663 Wetzel Rd, Clay, New York"
 Case Hill Rd,Otisco,35000," Case Hill Rd, Otisco, New York"
 Hidden Falls Rd,Tully (town),17500," Hidden Falls Rd, Tully (town), New York"
5569 Rolling Meadows Way,Camillus (town),51900,"5569 Rolling Meadows Way, Camillus (town), New York"
5567 Rolling Meadows Way,Camillus (town),51900,"5567 Rolling Meadows Way, Camillus (town), New York"
3200 Bellevue Ave,Onondaga,120000,"3200 Bellevue Ave, Onondaga, New York"
2363 Warners Rd,Van Buren,200000,"2363 Warners Rd, Van Buren, New York"
5766 Route 31,Cicero,1,"5766 Route 31, Cicero, New York"
302 Kimry Moor,Manlius (town),1,"302 Kimry Moor, Manlius (town), New York"
3149 Brewer Rd,Marcellus (town),1,"3149 Brewer Rd, Marcellus (town), New York"
4341 November Ln,Onondaga,128600,"4341 November Ln, Onondaga, New York"
5019 Kasson Rd,Onondaga,4000,"5019 Kasson Rd, Onondaga, New York"
127 Gale Rd,Cleveland,1,"127 Gale Rd, Cleveland, New York"
14977 Hickory Grove Dr,New Haven,105000,"14977 Hickory Grove Dr, New Haven, New York"
 Beecherville Rd,Orwell,0," Beecherville Rd, Orwell, New York"
 Co Rt 20,Oswego (town),0," Co Rt 20, Oswego (town), New York"
 Co Rt 20,Oswego (town),0," Co Rt 20, Oswego (town), New York"
6201 Poolsbrook Rd,Manlius (town),22500,"6201 Poolsbrook Rd, Manlius (town), New York"
4309 Tiger Lily Path,Clay,76500,"4309 Tiger Lily Path, Clay, New York"
2055 St Rt 48,Granby,0,"2055 St Rt 48, Granby, New York"
5880 Brooklyn St,Eaton,3000,"5880 Brooklyn St, Eaton, New York"
 Terry Rd,Geddes,25000," Terry Rd, Geddes, New York"
1843 Woodmancy Rd,Otisco,1,"1843 Woodmancy Rd, Otisco, New York"
139 & 140 412 & 416 Dewport Road,Van Buren,135000,"139 & 140 412 & 416 Dewport Road, Van Buren, New York"
 St Rt 49,Constantia,43970," St Rt 49, Constantia, New York"
3072 Co Rt 2,Richland,40000,"3072 Co Rt 2, Richland, New York"
 Meirs Rd,Williamstown,60000," Meirs Rd, Williamstown, New York"
614 Vine St,Syracuse,1000,"614 Vine St, Syracuse, New York"
90-92 Leavitt Rd,New Haven,1,"90-92 Leavitt Rd, New Haven, New York"
 Bear Swamp Rd,Fenner,70000," Bear Swamp Rd, Fenner, New York"
 Patterson Rd,Otisco,1," Patterson Rd, Otisco, New York"
Off Scharoun Dr,Richland,26027,"Off Scharoun Dr, Richland, New York"
2827 Route 20,Nelson,1,"2827 Route 20, Nelson, New York"
4543 Hollyshire Way,Clay,250000,"4543 Hollyshire Way, Clay, New York"
31 Artillery Ln,Baldwinsville,209500,"31 Artillery Ln, Baldwinsville, New York"
 Mcdonald Rd,Elbridge (town),25000," Mcdonald Rd, Elbridge (town), New York"
2915 Gulf Rd,Pompey,1,"2915 Gulf Rd, Pompey, New York"
 Stump Rd,Skaneateles (town),475000," Stump Rd, Skaneateles (town), New York"
201 Sabine St & Massena St,Syracuse,78,"201 Sabine St & Massena St, Syracuse, New York"
206 Grace St,Syracuse,78,"206 Grace St, Syracuse, New York"
7190 Van Buren Rd,Van Buren,10000,"7190 Van Buren Rd, Van Buren, New York"
3236 Us Rt 11,Mexico (town),23500,"3236 Us Rt 11, Mexico (town), New York"
44961 Ryans Way,Oswego (city),30000,"44961 Ryans Way, Oswego (city), New York"
88 Godfrey Rd,Schroeppel,17981,"88 Godfrey Rd, Schroeppel, New York"
 Bolivar Road,Sullivan,0," Bolivar Road, Sullivan, New York"
3422 Tall Tree Lane,Lysander,497700,"3422 Tall Tree Lane, Lysander, New York"
3437 Tall Tree Lane,Lysander,80000,"3437 Tall Tree Lane, Lysander, New York"
9001 Kennedy Ln,Sullivan,28000,"9001 Kennedy Ln, Sullivan, New York"
136 Washington Ave,Sullivan,19900,"136 Washington Ave, Sullivan, New York"
9 Deerfield Rd.,Sullivan,18900,"9 Deerfield Rd., Sullivan, New York"
2024 Teall Ave,Salina,135000,"2024 Teall Ave, Salina, New York"
1041 Co Rt 26,Amboy,0,"1041 Co Rt 26, Amboy, New York"
3291 Milton Ave,Camillus (town),14000,"3291 Milton Ave, Camillus (town), New York"
 Horan Rd,Camillus (town),0," Horan Rd, Camillus (town), New York"
 Towpath W,Elbridge (town),4127," Towpath W, Elbridge (town), New York"
 Towpath W,Elbridge (town),3300," Towpath W, Elbridge (town), New York"
 State Route 31 Rr,Elbridge (town),2847," State Route 31 Rr, Elbridge (town), New York"
 Toggenburg Rd,Fabius (town),1779," Toggenburg Rd, Fabius (town), New York"
805 Third St,Solvay,1,"805 Third St, Solvay, New York"
193 Co Rt 89,Oswego (town),528000,"193 Co Rt 89, Oswego (town), New York"
5585 Sayles Corners Rd,Moravia (town),30000,"5585 Sayles Corners Rd, Moravia (town), New York"
15933 Irwin Rd,Sterling,47000,"15933 Irwin Rd, Sterling, New York"
2602 Mckinley Street,Cazenovia (town),1800,"2602 Mckinley Street, Cazenovia (town), New York"
164 Shaker Heights,Camillus (town),54900,"164 Shaker Heights, Camillus (town), New York"
3125 Cold Springs Rd,Lysander,169900,"3125 Cold Springs Rd, Lysander, New York"
120 Strong Ave,Syracuse,1,"120 Strong Ave, Syracuse, New York"
89 Parsons Rd,Hannibal (town),1,"89 Parsons Rd, Hannibal (town), New York"
60 Parsons Rd,Hannibal (town),1,"60 Parsons Rd, Hannibal (town), New York"
 Perry Hill Rd,Oswego (town),50000," Perry Hill Rd, Oswego (town), New York"
 Kipp Rd,Parish (town),0," Kipp Rd, Parish (town), New York"
12562 State Route 90,Locke,605000,"12562 State Route 90, Locke, New York"
6719 Route 31,Cicero,200000,"6719 Route 31, Cicero, New York"
10185 Jordan Rd,Cato (town),10,"10185 Jordan Rd, Cato (town), New York"
 Ladue Rd,Sterling,20000," Ladue Rd, Sterling, New York"
" Cody Rd,South Rd.",Fenner,1," Cody Rd,South Rd., Fenner, New York"
4161 &4163 Palmer Rd,Pompey,320000,"4161 &4163 Palmer Rd, Pompey, New York"
216 Butterfly Shrs,New Haven,74000,"216 Butterfly Shrs, New Haven, New York"
Lot 3 Beecherville Rd,Orwell,19500,"Lot 3 Beecherville Rd, Orwell, New York"
 Salt Rd,Summerhill,4000," Salt Rd, Summerhill, New York"
 Anthony Rd,Clay,8500," Anthony Rd, Clay, New York"
 Somes Path,Elbridge (town),1," Somes Path, Elbridge (town), New York"
4623/4636 Kingsford Ter/Cornish Hgh,Onondaga,1,"4623/4636 Kingsford Ter/Cornish Hgh, Onondaga, New York"
4013 Gates Rd,Pompey,350000,"4013 Gates Rd, Pompey, New York"
8931 Delphi Falls Rd,Pompey,6500,"8931 Delphi Falls Rd, Pompey, New York"
 Us Rt 11,Hastings,3993," Us Rt 11, Hastings, New York"
Off Co Rt 20,Oswego (town),0,"Off Co Rt 20, Oswego (town), New York"
